conversation_id_str,created_at,favorite_count,full_text,full_text_comments,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,Unnamed: 16,Stance,Explanation
2.000392181165732e+18,Mon Dec 15 04:06:44 +0000 2025,1.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Negara isinya adalah rakyat tapi disini rakyat mana yang diuntungkan? Benar kata Ibu sudah tidak relevan memilah yang legal dan ilegal. Bencana korban kerusakan sudah terpampang di depan mata. Entahlah Pak @prabowo mau apalagi yang dipertimbangkan.,2.000417214806308e+18,,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000417214806307326,2462921100.0,,,Support,The comment explicitly agrees with the tweet's assertion that distinguishing between legal and illegal logging is no longer relevant in light of the disaster and environmental destruction. The commenter also reinforces the tweet's criticism by questioning who benefits from such policies and expressing frustration with President Prabowo's continued deliberation.
2.000392181165732e+18,Mon Dec 15 11:07:35 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Itulah kalau pengusaha jadi penguasa. Gak Salah sih tapi batas conflict of interest nya setipis rambut,2.000523125738308e+18,,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000523125738307939,1.477531438656344e+18,,,Oppose,"The comment criticizes President Prabowo by framing his leadership as that of a ""businessman in power"" and suggests a very thin boundary for conflict of interest, implying that his decisions may be compromised. This directly opposes the implied defense of his actions in the tweet."
2.000392181165732e+18,Mon Dec 15 10:23:13 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Ngapain ngetag dia bu dia cuma bisa omon2 memble kaya macan ompong,2.0005119604469023e+18,,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000511960446902314,1.827103215932031e+18,,,Oppose,"The comment expresses direct opposition to the person tagged (President Prabowo) by dismissing him as someone who only speaks weakly or ineffectively, using a derogatory comparison. This stance is critical and unsupportive of the figure mentioned in the tweet."
2.000392181165732e+18,Mon Dec 15 05:03:19 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Seperti susah bu Susi. Masalahnya lahan terbesar dari Kebon sawit itu juga milik Prabowo. ,2.0004314553282565e+18,,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000431455328256263,120476749.0,,,Oppose,"The comment opposes the tweet's suggestion that Prabowo should focus on distinguishing legal and illegal logging after the disaster. Instead, it implies Prabowo has a conflict of interest, as he owns large oil palm plantations, suggesting his actions may be self-serving rather than addressing the environmental damage."
2.000392181165732e+18,Mon Dec 15 06:29:48 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo : Maaf ga bs dihentikan Sharusnya ibu ga hnya mlihat brp krugian ngara stelah bncana brp krugian msyarakat apa lg keuntungan ngara hrusnya ibu lihat brp keuntungan yg sy &amp; koalisi sy dptkan. Ini hari tua sy bu jd lbih mmperhatikan jminan hari tua sy smpai ke neraka nanti,2.00045321933258e+18,,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000453219332579505,1.1633219515882127e+18,,,Oppose,"The comment opposes the tweet’s implied call for environmental regulation, instead prioritizing personal profit and disregarding the disaster’s impact on people and nature. The speaker refuses to stop illegal activities and frames the issue in terms of personal gain and afterlife security, contrasting with the tweet’s focus on public and environmental harm."
2.000392181165732e+18,Mon Dec 15 07:48:20 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Kalau ganggu pemasukan perut susah. Pasti dilawan,2.000472982763e+18,,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000472982763000041,441799222.0,,,Mixed,"The comment suggests that if policies interfere with people's livelihoods (pemasukan perut), they will be resisted. This indicates a nuanced stance—neither fully supporting nor opposing the tweet’s call to stop distinguishing legal/illegal logging during the disaster, but rather pointing out the practical challenge of opposing actions that threaten income, implying potential opposition to such policies."
2.000392181165732e+18,Mon Dec 15 03:16:25 +0000 2025,1.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Tambang legal pun jadi setan saat masuk dalam sistem setan kira2 gt ya Bu. Dari sebegitu rumitnya perizinan per masing2 institusi tidak lancar klo tanpa cuan. Giliran tanah overlapping mafia tanah hilang sumber air bersih trlalu dkt dgn pemukiman mrk semua lepas tangan.,2.00040454975298e+18,,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000404549752979543,170435848.0,,,Support,"The comment supports the tweet’s implied criticism by arguing that even legal mining (tambang legal) becomes destructive (""setan"") when embedded in a corrupt system. It reinforces the tweet’s point about the irrelevance of distinguishing legal/illegal mining amid widespread environmental and social damage, and blames institutional corruption and lack of accountability."
2.000392181165732e+18,Mon Dec 15 02:52:34 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo bukan cuma sumatra pulau lain juga sama rusaknya.,2.000398550283457e+18,,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000398550283456977,171382302.0,,,Support,"The comment extends the tweet's criticism about environmental damage under President Prabowo, agreeing that the destruction is widespread, not limited to Sumatra, thus reinforcing the tweet’s stance."
2.000392181165732e+18,Mon Dec 15 05:11:02 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Oh tentu tydack mungkin Bu. Sama saja menutup perusahaannya sendiri beliau . Memang ini kan tujuan dia berkuas agar bisnis lancar car caaar bebas hambatan ,2.000433394027725e+18,,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000433394027725172,72765244.0,,,Oppose,"The comment dismisses the idea of the president distinguishing between legal and illegal logging, implying that his presidency is aimed at facilitating his own business interests without obstruction. This directly opposes the concern raised in the tweet about environmental destruction."
2.000392181165732e+18,Mon Dec 15 11:55:49 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Kasih paham bu.. harusnya ibu sih yg jadi presiden,2.000535262024385e+18,,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000535262024384913,2539477550.0,,,Oppose,"The comment expresses disagreement with the tweet’s view of President Prabowo by suggesting that Susi Pudjiastuti should have been president instead, implying criticism of Prabowo’s leadership in the context of the disaster."
2.000392181165732e+18,Mon Dec 15 04:21:41 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Bukan nya anak perusahaan beliau juga terlibat #Ups,2.000420975054304e+18,,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000420975054303655,1.956341304063103e+18,,,Oppose,"The comment accuses Prabowo's own subsidiary company of being involved in the issue (""Bukan nya anak perusahaan beliau juga terlibat""), which directly contradicts or undermines the tweet's implied call for action or accountability regarding illegal logging. This reflects opposition to the stance presented in the tweet."
2.000392181165732e+18,Mon Dec 15 05:50:19 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Benar Bu..sudah saat ny Indonesia utk waktu yg cukup lama hentikan proyek deforestasi.. Tanam kembali hutan2 yg udh gundul.. Perlu waktu 30 Thun lebih utk pohon yg akar ny bisa mencegah longsor dan menyimpan cadangan air..,2.000443280396632e+18,,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000443280396632181,1.3928589589776384e+18,,,Support,"The comment agrees with the tweet’s call to stop deforestation and prioritize reforestation, emphasizing the need to halt projects that damage forests and to replant trees to prevent landslides and water storage. This alignment shows explicit support."
2.000392181165732e+18,Mon Dec 15 04:53:35 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Ini sampai Bu Susi loh yang nge-tweet apakah akan terdengar didengar dilaksanakan atau...mmmmmmmmmmmmmmmm,2.000429006483784e+18,,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000429006483784021,274454514.0,,,Neutral,"The comment does not express clear support or opposition to the tweet. Instead, it questions whether the tweet’s concerns will be heard and acted upon by President Prabowo, using a tone of uncertainty rather than taking a direct stance."
2.000392181165732e+18,Mon Dec 15 06:10:54 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Presiden paling sulit ditembus nih bu sangking banyak bubble nya jadi lambat nerima informasi &amp; kritik,2.000448459804144e+18,,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000448459804144095,1.908498193010336e+18,,,Oppose,"The comment criticizes President Prabowo by suggesting he is difficult to reach, surrounded by a ""bubble,"" and slow to accept information and criticism, which implies a negative stance towards his handling of the situation."
2.000392181165732e+18,Mon Dec 15 09:02:54 +0000 2025,1.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Legal ilegal hutan gundul jika masih ada produksi stop pembukaan lahan baru stop deforestasi,2.00049174523111e+18,,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000491745231110238,1.3365763869877903e+18,,,Support,"The comment aligns with the tweet’s criticism by urging an immediate stop to all deforestation and new land clearing, reinforcing the tweet’s argument that distinguishing between legal and illegal logging is no longer relevant given the widespread environmental destruction."
2.000392181165732e+18,Mon Dec 15 08:12:58 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Mana dengar dia buk sudahlah gak usah lagi berharap. Biarkan saja dimakan sumpahnya sendiri,2.0004791823050345e+18,,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000479182305034576,1.9056052586442588e+18,,,Oppose,"The comment expresses frustration and disappointment towards President Prabowo (“gak usah lagi berharap”) and suggests he faces consequences for his actions (“dimakan sumpahnya sendiri”), showing clear opposition rather than support or neutrality."
2.000392181165732e+18,Mon Dec 15 05:15:10 +0000 2025,6.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Kemablikan HUTAN ke Fungsinya Jgn lagi Ada Perusakan HUTAN dg Dalih Apa pun. Hsl dr Tambang Perkebunan Sawit Sangat tdk Sebanding dg Dampak Kerusakan yg diTimbulkan. Pun yg Menikmati hny Sgelintir ORANG. RAKYAT ttp Saja kebagian AMPAS . Ingat Anak CUCU kt Stop Cabut Izin nya.,2.000434434554929e+18,,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000434434554929532,8.814897557827912e+17,,,Support,"The comment expresses strong support for the tweet's stance on deforestation and environmental damage in Indonesia. It agrees that the impacts of mining and palm oil plantations outweigh their benefits and calls for stricter action, including revoking permits, aligning with the tweet's criticism of ongoing exploitation."
2.000392181165732e+18,Mon Dec 15 03:24:02 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Presiden / keluarganya diduga punya kebun sawit yg tdk sedikit bu @susipudjiastuti ? ,2.0004064696873e+18,,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000406469687300131,99844988.0,,,Mixed,"The comment shifts focus from the tweet’s criticism of logging policies to a suggestive question about the president’s personal interests (alleged palm oil plantations). It does not directly support or oppose the tweet’s argument, but introduces a potential implication of conflict of interest, blending neutral inquiry with subtle opposition."
2.000392181165732e+18,Mon Dec 15 03:34:51 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Yang heppy mereka bu...rakyat mblangsak mah udah biasa...biasa buat tumbal,2.000409188581974e+18,,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000409188581974102,1.7790128139792998e+18,,,Oppose,"The comment criticizes the tweet’s concern by sarcastically suggesting that only the officials or elites are happy, while the people (“rakyat mblangsak”) are routinely sacrificed, implying disapproval of the tweet’s implied call for action or reform."
2.000392181165732e+18,Mon Dec 15 08:23:56 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Ibu susi HP pak @prabowo disetting sama buna Teddy buat gak main sosmed banyak². Mana mungkin aspirasi rakyat bahkan sekaliber Bu Susi terdengar.,2.0004819427232847e+18,,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000481942723285192,1.262651539346375e+18,,,Neutral,"The comment does not directly engage with the tweet’s criticism of President Prabowo’s policies regarding legal and illegal logging or the disaster aftermath. Instead, it shifts the focus to a separate topic—suggesting that Prabowo’s phone was set up to limit social media use, implying that even high-profile figures like Susi may not reach him. The comment neither supports nor opposes the tweet’s main argument."
2.000392181165732e+18,Mon Dec 15 05:48:43 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Apakah didengar buk @susipudjiastuti oleh presiden prabaowo klo kuarganya jg andil didlm stu..dan presiden dikepung pembantunya yg ikut andil jg ,2.0004428812624527e+18,,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000442881262452807,1.4120495428206838e+18,,,Neutral,"The comment does not clearly support or oppose the tweet’s claim that distinguishing legal and illegal logging is irrelevant amid the disaster. Instead, it questions whether the president and his aides are listening to input from citizens and also implies that citizens themselves share some responsibility. The tone is inquisitive and somewhat critical but not explicitly taking a side on the main argument."
