Topic,Count,Name,Representation,Representative_Docs
9,109,9_kerja_prabowo__,"['kerja', 'prabowo', '', '', '', '', '', '', '', '']","['gara invasi donnie venezuela jauh dibandingin syahrir agus salim adam malik coba dibandingin deket barusan retno marsudi sila komentar kerja menlu sesuai amat manteman', 'gara invasi donnie venezuela jauh dibandingin syahrir agus salim adam malik coba dibandingin deket barusan retno marsudi sila komentar kerja menlu sesuai amat manteman', 'gara invasi donnie venezuela jauh dibandingin syahrir agus salim adam malik coba dibandingin deket barusan retno marsudi sila komentar kerja menlu sesuai amat manteman']"
10,102,10____,"['', '', '', '', '', '', '', '', '', '']","['mohon maaf benci presiden', 'mohon maaf benci presiden', 'mohon maaf benci presiden']"
11,100,11_dukung_menteri_bantu_indonesia,"['dukung', 'menteri', 'bantu', 'indonesia', 'negara', 'perintah', 'kerja', 'banget', 'rakyat', 'kalo']","['dukung menlu menlu negara arab islam hnw tolak bentuk usir warga gaza palestina israel', 'menteri negeri menlu mesir badr abdelatty menlu rusia sergei lavrov diskus minggu fokus bahas rancang draf resolusi dukung amerika serikat atur aman jalur gaza', 'perempuan gaza suami keluarga bunuh selamat putri dukung bantu mohon abai dukung mohon tuhan']"
12,92,12_nyata_negara__,"['nyata', 'negara', '', '', '', '', '', '', '', '']","['daulat negara ancam nyata aksi brutal china senjata serang tni area tambang emas', 'daulat negara ancam nyata aksi brutal china senjata serang tni area tambang emas', 'daulat negara ancam nyata aksi brutal china senjata serang tni area tambang emas']"
13,88,13_kalo_udah_banget_kerja,"['kalo', 'udah', 'banget', 'kerja', 'orang', 'negara', '', '', '', '']","['kalo tau presiden culik cari info kalo presiden culik sih udah tau', 'kalo tau presiden culik cari info kalo presiden culik sih udah tau', 'kalo tau presiden culik cari info kalo presiden culik sih udah tau']"
14,84,14_dukung_perintah_prabowo_banget,"['dukung', 'perintah', 'prabowo', 'banget', 'rakyat', 'nyata', 'kalo', 'kerja', 'bantu', 'negara']","['perintah pusat dukung penuh pulih transportasi ekonomi rakyat presiden prabowo langkah cepat koordinasi prabowo pulih infrastruktur harap semangat bangkit pasca bencana masyarakat dampak', 'presiden prabowo dukung penuh perintah pusat akses transportasi darurat prabowo pulih infrastruktur ekonomi rakyat bangkit pasca bencana', 'presiden prabowo diskus jajar perintah cepat akses darurat mobilitas warga prabowo pulih infrastruktur langkah nyata transportasi ekonomi bangkit pasca bencana dukung penuh perintah pusat']"
15,72,15_rakyat___,"['rakyat', '', '', '', '', '', '', '', '', '']","['presiden bencana banjir longsor lumpur kayu gelondong relevan mem legal ilegal masif rusa hancur lingkung infrastruktur mati hidup rakyat hilang ayah anak saudara flora', 'presiden bencana banjir longsor lumpur kayu gelondong relevan mem legal ilegal masif rusa hancur lingkung infrastruktur mati hidup rakyat hilang ayah anak saudara flora', 'presiden bencana banjir longsor lumpur kayu gelondong relevan mem legal ilegal masif rusa hancur lingkung infrastruktur mati hidup rakyat hilang ayah anak saudara flora']"
16,54,16_orang_kerja_kalo_udah,"['orang', 'kerja', 'kalo', 'udah', 'perintah', 'indonesia', 'negara', '', '', '']","['jaman orba tni pukul mundur gin bawa pasu ratus orang contoh peristiwa priuk jamaah warsidi lawan orang islam wni', 'jaman orba tni pukul mundur gin bawa pasu ratus orang contoh peristiwa priuk jamaah warsidi lawan orang islam wni', 'jaman orba tni pukul mundur gin bawa pasu ratus orang contoh peristiwa priuk jamaah warsidi lawan orang islam wni']"
17,54,17____,"['', '', '', '', '', '', '', '', '', '']","['giat akad massal ribu rumah subsidi sabtu serang banten menlu hadir akan kritik kritik akan menlu hadir bravo', 'giat akad massal ribu rumah subsidi sabtu serang banten menlu hadir akan kritik kritik akan menlu hadir bravo', 'giat akad massal ribu rumah subsidi sabtu serang banten menlu hadir akan kritik kritik akan menlu hadir bravo']"
18,53,18____,"['', '', '', '', '', '', '', '', '', '']","['menlu rangkap jubir akal akal pilkada dprd', 'menlu rangkap jubir akal akal pilkada dprd', 'menlu rangkap jubir akal akal pilkada dprd']"
19,47,19____,"['', '', '', '', '', '', '', '', '', '']","['', '', '']"
20,40,20_indonesia_orang_kerja_menteri,"['indonesia', 'orang', 'kerja', 'menteri', '', '', '', '', '', '']","['fadli zon kemenlu amerika indonesia bahaya partai komunis china', 'fadli zon kemenlu amerika indonesia bahaya partai komunis china', 'fadli zon kemenlu amerika indonesia bahaya partai komunis china']"
21,35,21_rakyat_negara_prabowo_banget,"['rakyat', 'negara', 'prabowo', 'banget', 'bantu', 'menteri', 'kerja', '', '', '']","['aceh pakistan rusia presiden prabowo langsung aceh tinjau bencana agenda global selamat rakyat prioritas kunjung tiga aceh tunda negara hadir', 'aceh pakistan rusia presiden prabowo langsung aceh tinjau bencana agenda global selamat rakyat prioritas kunjung tiga aceh tunda negara hadir', 'aceh pakistan rusia presiden prabowo langsung aceh tinjau bencana agenda global selamat rakyat prioritas kunjung tiga aceh tunda negara hadir']"
22,24,22_rakyat___,"['rakyat', '', '', '', '', '', '', '', '', '']","['ayo satu rebut daulat rakyat', 'ayo satu rebut daulat rakyat', 'ayo satu rebut daulat rakyat']"
23,19,23_banget_kalo_rakyat_orang,"['banget', 'kalo', 'rakyat', 'orang', 'dukung', 'bantu', 'kerja', 'udah', 'perintah', 'menteri']","['presiden bodoh banget bawah jilat bgt enak presiden elu', 'kata lambat msh bawa capres pilih lambat bodoh kalo liat nyata fakta presiden aka capres pilih lambat gerak percaya diboongin bodoh orang udh sampe msh asbun sial', 'alah kalo kasi bikin bijak bantu rakyat wowo kerja citra omong kosong bodoh bgt anjir presiden']"
24,17,24_rakyat___,"['rakyat', '', '', '', '', '', '', '', '', '']","['mbg rapel minggu isi dewan pakar bgn ikeu tanziha syukur korupsi rakyat jgn dimainin trus kualat', 'mbg rapel minggu isi dewan pakar bgn ikeu tanziha syukur korupsi rakyat jgn dimainin trus kualat', 'mbg rapel minggu isi dewan pakar bgn ikeu tanziha syukur korupsi rakyat jgn dimainin trus kualat']"
25,14,25_dukung_indonesia_prabowo_kerja,"['dukung', 'indonesia', 'prabowo', 'kerja', 'bantu', 'perintah', 'negara', 'nyata', '', '']","['presiden prabowo bangga juang kontingen indonesia sea games thailand menpora erick thohir salam dukung atlet berita kemenpora menporafu prabowosubianto', 'cabor cabor hasil menang atlet indonesia sea games atlet merah putih sukses bawa pulang medali emas bentuk apresiasi presiden prabowo subianto hadiah raih emas dukung prestasi atlet indonesia', 'menang kerja keras semangat pantang serah selamat tim indonesia indonesia sea games aice bangga dukung juang bawa nama indonesia sinar']"
26,13,26_prabowo_dukung_rakyat_,"['prabowo', 'dukung', 'rakyat', '', '', '', '', '', '', '']","['sepakat trump prabowo hapus syarat tkdn produk produk', 'sepakat trump prabowo hapus syarat tkdn produk produk', 'sepakat trump prabowo hapus syarat tkdn produk produk']"
27,12,27_perintah_bantu_prabowo_,"['perintah', 'bantu', 'prabowo', '', '', '', '', '', '', '']","['nabi nuh uji bencana nabi ayyub uji sakit miskin nabi musa uji fir aun wni uji bencana sakit miskin perintah fir aun wapres planga plongo otak ngeres', 'nabi nuh uji bencana nabi ayyub uji sakit miskin nabi musa uji fir aun wni uji bencana sakit miskin perintah fir aun wapres planga plongo otak ngeres', 'nabi nuh uji bencana nabi ayyub uji sakit miskin nabi musa uji fir aun wni uji bencana sakit miskin perintah fir aun wapres planga plongo otak ngeres']"
28,11,28_banget_udah__,"['banget', 'udah', '', '', '', '', '', '', '', '']","['ngajarin sabar wni udah nguji sabar banget', 'ngajarin sabar wni udah nguji sabar banget', 'ngajarin sabar wni udah nguji sabar banget']"
