Topic,Count,Name,Representation,Representative_Docs
9,103,9_menlu_gencat_gencat senjata_senjata,"['menlu', 'gencat', 'gencat senjata', 'senjata', 'negeri', 'tolak', 'menteri negeri', 'isu', 'manusia', 'hak']","['pakistan tolak tuntut israel angkat darat lucut senjata hamas israel henti langgar gencat senjata menlu pakistan umum', 'menlu situasi manusia gaza khawatir capai sepakat gencat senjata indonesia pulih gaza baca lengkap', 'menteri negeri turki hak fidan kelompok palestina hamdi sedia ambil langkah konstruktif gencat senjata jalur gaza sifat permanen seru israel milik paham']"
10,102,10_presiden___,"['presiden', '', '', '', '', '', '', '', '', '']","['mohon maaf benci presiden', 'mohon maaf benci presiden', 'mohon maaf benci presiden']"
11,97,11_pilih_tinggal_daerah_prabowo subianto,"['pilih', 'tinggal', 'daerah', 'prabowo subianto', 'subianto', 'adil', 'ganti', 'tangkap', 'presiden prabowo', 'prabowo']","['ambisi presiden prabowo subianto ganti sistem pilih kepala daerah tinggal selang politikus susun skenario egol tempo ruupemilu pilkada', 'ambisi presiden prabowo subianto ganti sistem pilih kepala daerah tinggal selang politikus susun skenario egol tempo ruupemilu pilkada', 'ambisi presiden prabowo subianto ganti sistem pilih kepala daerah tinggal selang politikus susun skenario egol tempo ruupemilu pilkada']"
12,83,12_presiden_mending_org_main,"['presiden', 'mending', 'org', 'main', 'bener', 'simple', 'guys', 'yah', 'becus', 'sambut']","['calon presiden', 'presiden villains painsyit', 'presiden']"
13,82,13_dubes_sangkut_tarik_bela,"['dubes', 'sangkut', 'tarik', 'bela', 'kpd', 'usul', 'lindung', 'layan', 'shihab', 'habib']","['sbg anggota komisi usul kpd tarik ganti dubes saudi sangkut sdh komentar miring habib rizieq shihab pdhal dubes layan lindung bela warga', 'sbg anggota komisi usul kpd tarik ganti dubes saudi sangkut sdh komentar miring habib rizieq shihab pdhal dubes layan lindung bela warga', 'sbg anggota komisi usul kpd tarik ganti dubes saudi sangkut sdh komentar miring habib rizieq shihab pdhal dubes layan lindung bela warga']"
14,78,14_saudi_menko_malu_adil,"['saudi', 'menko', 'malu', 'adil', 'shihab', 'habib', 'dubes', 'selamat', 'bantu', 'hukum']","['reynhard inggris super kriminal malu indonesia bantu hukum habib rizieq shihab hrs saudi arabia pojok nyata menko dubes saudi sungguh adil ironis selamat hrs ahlanwasahlanibhrs', 'reynhard inggris super kriminal malu indonesia bantu hukum habib rizieq shihab hrs saudi arabia pojok nyata menko dubes saudi sungguh adil ironis selamat hrs ahlanwasahlanibhrs', 'reynhard inggris super kriminal malu indonesia bantu hukum habib rizieq shihab hrs saudi arabia pojok nyata menko dubes saudi sungguh adil ironis selamat hrs ahlanwasahlanibhrs']"
15,77,15_menlu_org_tuh_pidato,"['menlu', 'org', 'tuh', 'pidato', 'konoha', 'malu', 'retno', 'ikut', 'mas', 'aceh']","['menlu genosida', 'blm untung menlu', 'gambar menlu']"
16,59,16_evaluasi_rakabuming_gibran rakabuming_tumbuh,"['evaluasi', 'rakabuming', 'gibran rakabuming', 'tumbuh', 'resmi', 'kabupaten', 'desa', 'gibran', 'wakil', 'program']","['polresta tangerang evaluasi ladang jagung bengkalai tumbuh rumput liar desa bantarpanjang camat tigaraksa kabupaten tangerang banten ladang jagung resmi wakil presiden gibran rakabuming raka program', 'polresta tangerang evaluasi ladang jagung bengkalai tumbuh rumput liar desa bantarpanjang camat tigaraksa kabupaten tangerang banten ladang jagung resmi wakil presiden gibran rakabuming raka program', 'polresta tangerang evaluasi ladang jagung bengkalai tumbuh rumput liar desa bantarpanjang camat tigaraksa kabupaten tangerang banten ladang jagung resmi wakil presiden gibran rakabuming raka program']"
17,58,17_pulih_pasca_ekonomi_pusat,"['pulih', 'pasca', 'ekonomi', 'pusat', 'prabowo', 'bencana', 'perintah', 'penuh', 'presiden prabowo', 'dukung']","['presiden prabowo bahas pulih akses darurat prioritas prabowo pulih infrastruktur mobilitas warga cepat pulih perintah pusat pasti dukung penuh ekonomi transportasi bangkit pasca bencana bangkit', 'perintah pusat dukung penuh pulih transportasi ekonomi warga prabowo pulih infrastruktur dorong bangkit pasca bencana', 'arah presiden prabowo dorong perintah pusat cepat pulih transportasi mobilitas prabowo pulih infrastruktur ekonomi rakyat bangkit pasca bencana']"
18,56,18_china_kemenlu_amerika_aceh,"['china', 'kemenlu', 'amerika', 'aceh', 'serah', 'milik', 'indonesia', 'program', 'prabowo subianto', 'subianto']","['fadli zon kemenlu amerika indonesia bahaya partai komunis china', 'fadli zon kemenlu amerika indonesia bahaya partai komunis china', 'fadli zon kemenlu amerika indonesia bahaya partai komunis china']"
19,55,19_dubes_sangkut_tarik_bela,"['dubes', 'sangkut', 'tarik', 'bela', 'kpd', 'usul', 'lindung', 'layan', 'shihab', 'habib']","['sbg anggota komisi usul kpd tarik ganti dubes saudi sangkut sdh komentar miring habib rizieq shihab pdhal dubes layan lindung bela warga', 'sbg anggota komisi usul kpd tarik ganti dubes saudi sangkut sdh komentar miring habib rizieq shihab pdhal dubes layan lindung bela warga', 'sbg anggota komisi usul kpd tarik ganti dubes saudi sangkut sdh komentar miring habib rizieq shihab pdhal dubes layan lindung bela warga']"
20,52,20_aceh_rusia_prioritas_tiga,"['aceh', 'rusia', 'prioritas', 'tiga', 'kunjung', 'langsung', 'tuan', 'selamat', 'hadir', 'kirim']","['aceh pakistan rusia presiden prabowo langsung aceh tinjau bencana agenda global selamat rakyat prioritas kunjung tiga aceh tunda negara hadir', 'aceh pakistan rusia presiden prabowo langsung aceh tinjau bencana agenda global selamat rakyat prioritas kunjung tiga aceh tunda negara hadir', 'aceh pakistan rusia presiden prabowo langsung aceh tinjau bencana agenda global selamat rakyat prioritas kunjung tiga aceh tunda negara hadir']"
21,52,21_rusia_trump_putin_perang,"['rusia', 'trump', 'putin', 'perang', 'temu', 'bicara', 'menlu', 'rame', 'kemenlu', 'presiden']","['presiden prabowo temu presiden putin rusia btw menlu seskab damping sisi rusia rame', 'presiden prabowo temu presiden putin rusia btw menlu seskab damping sisi rusia rame', 'presiden prabowo temu presiden putin rusia btw menlu seskab damping sisi rusia rame']"
