Topic,Count,Name,Representation,Representative_Docs
9,105,9_dukung_menteri_negara_perintah,"['dukung', 'menteri', 'negara', 'perintah', 'kerja', 'rakyat', 'aceh', 'banget', 'nyata', 'kalo']","['dukung menlu menlu negara arab islam hnw tolak bentuk usir warga gaza palestina israel', 'dukung menlu menlu negara arab islam hnw tolak bentuk usir warga gaza palestina israel', 'menteri negeri menlu mesir badr abdelatty menlu rusia sergei lavrov diskus minggu fokus bahas rancang draf resolusi dukung amerika serikat atur aman jalur gaza']"
10,105,10_kerja_prabowo__,"['kerja', 'prabowo', '', '', '', '', '', '', '', '']","['gara invasi donnie venezuela jauh dibandingin syahrir agus salim adam malik coba dibandingin deket barusan retno marsudi sila komentar kerja menlu sesuai amat manteman', 'gara invasi donnie venezuela jauh dibandingin syahrir agus salim adam malik coba dibandingin deket barusan retno marsudi sila komentar kerja menlu sesuai amat manteman', 'gara invasi donnie venezuela jauh dibandingin syahrir agus salim adam malik coba dibandingin deket barusan retno marsudi sila komentar kerja menlu sesuai amat manteman']"
11,102,11____,"['', '', '', '', '', '', '', '', '', '']","['mohon maaf benci presiden', 'mohon maaf benci presiden', 'mohon maaf benci presiden']"
12,87,12_nyata_negara__,"['nyata', 'negara', '', '', '', '', '', '', '', '']","['daulat negara ancam nyata aksi brutal china senjata serang tni area tambang emas', 'daulat negara ancam nyata aksi brutal china senjata serang tni area tambang emas', 'daulat negara ancam nyata aksi brutal china senjata serang tni area tambang emas']"
13,85,13_aceh_banget_udah_orang,"['aceh', 'banget', 'udah', 'orang', 'perintah', 'menteri', '', '', '', '']","['menlu asal aceh kek mati', 'menlu orang aceh', 'menlu orang aceh lahir aceh yah lieurr aingah ahh']"
14,76,14_kalo_udah_orang_,"['kalo', 'udah', 'orang', '', '', '', '', '', '', '']","['kalo tau presiden culik cari info kalo presiden culik sih udah tau', 'kalo tau presiden culik cari info kalo presiden culik sih udah tau', 'kalo tau presiden culik cari info kalo presiden culik sih udah tau']"
15,72,15_rakyat_bencana__,"['rakyat', 'bencana', '', '', '', '', '', '', '', '']","['presiden bencana banjir longsor lumpur kayu gelondong relevan mem legal ilegal masif rusa hancur lingkung infrastruktur mati hidup rakyat hilang ayah anak saudara flora', 'presiden bencana banjir longsor lumpur kayu gelondong relevan mem legal ilegal masif rusa hancur lingkung infrastruktur mati hidup rakyat hilang ayah anak saudara flora', 'presiden bencana banjir longsor lumpur kayu gelondong relevan mem legal ilegal masif rusa hancur lingkung infrastruktur mati hidup rakyat hilang ayah anak saudara flora']"
16,69,16_orang_kerja_kalo_udah,"['orang', 'kerja', 'kalo', 'udah', 'perintah', 'rakyat', 'negara', '', '', '']","['jaman orba tni pukul mundur gin bawa pasu ratus orang contoh peristiwa priuk jamaah warsidi lawan orang islam wni', 'jaman orba tni pukul mundur gin bawa pasu ratus orang contoh peristiwa priuk jamaah warsidi lawan orang islam wni', 'jaman orba tni pukul mundur gin bawa pasu ratus orang contoh peristiwa priuk jamaah warsidi lawan orang islam wni']"
17,57,17_dukung_perintah_bencana_prabowo,"['dukung', 'perintah', 'bencana', 'prabowo', 'rakyat', 'nyata', 'kalo', 'kerja', 'aceh', 'negara']","['presiden prabowo dukung penuh perintah pusat akses transportasi darurat prabowo pulih infrastruktur ekonomi rakyat bangkit pasca bencana', 'presiden prabowo dukung penuh perintah pusat rapat koordinasi prabowo pulih infrastruktur transportasi hidup rakyat bangkit pasca bencana', 'presiden prabowo diskus jajar perintah cepat akses darurat mobilitas warga prabowo pulih infrastruktur langkah nyata transportasi ekonomi bangkit pasca bencana dukung penuh perintah pusat']"
18,53,18____,"['', '', '', '', '', '', '', '', '', '']","['menlu rangkap jubir akal akal pilkada dprd', 'menlu rangkap jubir akal akal pilkada dprd', 'menlu rangkap jubir akal akal pilkada dprd']"
19,50,19____,"['', '', '', '', '', '', '', '', '', '']","['giat akad massal ribu rumah subsidi sabtu serang banten menlu hadir akan kritik kritik akan menlu hadir bravo', 'giat akad massal ribu rumah subsidi sabtu serang banten menlu hadir akan kritik kritik akan menlu hadir bravo', 'giat akad massal ribu rumah subsidi sabtu serang banten menlu hadir akan kritik kritik akan menlu hadir bravo']"
20,40,20____,"['', '', '', '', '', '', '', '', '', '']","['', '', '']"
21,35,21_aceh_rakyat_bencana_negara,"['aceh', 'rakyat', 'bencana', 'negara', 'prabowo', 'banget', 'menteri', 'kerja', '', '']","['aceh pakistan rusia presiden prabowo langsung aceh tinjau bencana agenda global selamat rakyat prioritas kunjung tiga aceh tunda negara hadir', 'aceh pakistan rusia presiden prabowo langsung aceh tinjau bencana agenda global selamat rakyat prioritas kunjung tiga aceh tunda negara hadir', 'aceh pakistan rusia presiden prabowo langsung aceh tinjau bencana agenda global selamat rakyat prioritas kunjung tiga aceh tunda negara hadir']"
22,23,22_rakyat___,"['rakyat', '', '', '', '', '', '', '', '', '']","['ayo satu rebut daulat rakyat', 'ayo satu rebut daulat rakyat', 'ayo satu rebut daulat rakyat']"
23,19,23_banget_kalo_rakyat_orang,"['banget', 'kalo', 'rakyat', 'orang', 'dukung', 'kerja', 'udah', 'perintah', 'menteri', 'nyata']","['wkwkwk mas heran presiden gampang banget bodoh bodohin bawah', 'alah kalo kasi bikin bijak bantu rakyat wowo kerja citra omong kosong bodoh bgt anjir presiden', 'kata lambat msh bawa capres pilih lambat bodoh kalo liat nyata fakta presiden aka capres pilih lambat gerak percaya diboongin bodoh orang udh sampe msh asbun sial']"
24,17,24_rakyat___,"['rakyat', '', '', '', '', '', '', '', '', '']","['mbg rapel minggu isi dewan pakar bgn ikeu tanziha syukur korupsi rakyat jgn dimainin trus kualat', 'mbg rapel minggu isi dewan pakar bgn ikeu tanziha syukur korupsi rakyat jgn dimainin trus kualat', 'mbg rapel minggu isi dewan pakar bgn ikeu tanziha syukur korupsi rakyat jgn dimainin trus kualat']"
25,15,25_dukung_prabowo_kerja_aceh,"['dukung', 'prabowo', 'kerja', 'aceh', 'perintah', 'negara', 'nyata', 'bencana', '', '']","['presiden prabowo bangga juang kontingen indonesia sea games thailand menpora erick thohir salam dukung atlet berita kemenpora menporafu prabowosubianto', 'menpora erick bonus miliar sea games angka bentuk dukung serius presiden prabowo atlet nasional berita menpora olahragaindonesia seagames', 'cabor cabor hasil menang atlet indonesia sea games atlet merah putih sukses bawa pulang medali emas bentuk apresiasi presiden prabowo subianto hadiah raih emas dukung prestasi atlet indonesia']"
26,13,26_prabowo_dukung_rakyat_,"['prabowo', 'dukung', 'rakyat', '', '', '', '', '', '', '']","['sepakat trump prabowo hapus syarat tkdn produk produk', 'sepakat trump prabowo hapus syarat tkdn produk produk', 'sepakat trump prabowo hapus syarat tkdn produk produk']"
27,12,27_bencana_perintah_orang_,"['bencana', 'perintah', 'orang', '', '', '', '', '', '', '']","['nabi nuh uji bencana nabi ayyub uji sakit miskin nabi musa uji fir aun wni uji bencana sakit miskin perintah fir aun wapres planga plongo otak ngeres', 'nabi nuh uji bencana nabi ayyub uji sakit miskin nabi musa uji fir aun wni uji bencana sakit miskin perintah fir aun wapres planga plongo otak ngeres', 'nabi nuh uji bencana nabi ayyub uji sakit miskin nabi musa uji fir aun wni uji bencana sakit miskin perintah fir aun wapres planga plongo otak ngeres']"
28,11,28_banget_udah_kerja_,"['banget', 'udah', 'kerja', '', '', '', '', '', '', '']","['ngajarin sabar wni udah nguji sabar banget', 'ngajarin sabar wni udah nguji sabar banget', 'ngajarin sabar wni udah nguji sabar banget']"
